mu,sigma,discrepencies_mu,discrepencies_var
52.26618998537043,13.571937674975995,3.9017958928880034,0.0186826274608541
52.08033606902783,13.585086077066247,4.591017047286186,0.024852010209421033
52.855301880841246,13.40137585845322,4.761948622116506,0.0017000513465666605
52.01898991527975,13.565221082228039,4.8906287077697925,0.02662777129000123
52.844139256784544,13.744296148394259,5.06761368642583,0.006332959335273962
52.09047025056711,14.010959354473458,5.966408518197568,0.026549109203066374
52.12962154375131,14.095993445645178,6.3153803070463255,0.026546895729203508
53.10038600428776,13.088702059639436,7.07905702014159,0.002351890688593166
52.4867905362697,14.332725650828372,7.492483002716654,0.022916392602716124
52.13278720144813,14.305235902576003,7.8192502066185625,0.026356449289429557
51.89571880068103,12.867369572083879,7.885416684645861,0.027489728354672744
52.371182547838835,14.37973989834218,7.917398476097333,0.025629078885564278
53.22875791824409,13.929135034761904,8.533498889461043,0.016067394228790628
51.66159172139694,13.998372461385355,8.68641630887305,0.023603857788763245
52.21904833402299,14.458884412764913,8.87774062895187,0.026206891990901832
53.31679405261292,13.023794681598025,9.133154910959092,0.0010996091401614554
51.57568573167343,13.951009449049725,9.222103166417583,0.023221447640586385
52.18054899997905,14.558428733573527,9.90473953750643,0.025048031296470336
52.71774902396192,14.630177284353655,10.58111005291721,0.02030248694915489
53.12803190347624,14.436271047366205,10.86385225835511,0.004075911825217453
52.50429032575007,12.292848765088662,11.04370761571954,0.036534239885091926
51.93175753427889,12.432608667554064,11.314839470547668,0.011216053933700358
51.29500292596649,13.178410842822327,11.741871003718188,0.048500249262693876
52.32203635785826,12.247135281825354,11.76315283769145,0.02499330379770644
53.517681139841834,12.821693665751562,11.869303177665643,0.004915717095960908
53.59585611460953,14.060526411844464,12.797873451688247,0.04282314034786967
53.16728624411165,14.652747007436934,12.915758468344393,0.0031168765937002623
51.28403027770366,14.173779025578114,13.042185941071693,0.008821965643043122
51.11664315037279,13.55126239931729,13.177465410595687,0.035083531967180795
53.76291009062653,13.533791441773868,13.312091010908262,0.04636958650882324
51.100025628149254,13.404244059793061,13.439360813640633,0.042531099524118224
51.14270177026638,13.155142356319413,13.479544168872053,0.05135813300818544
52.39840070794816,12.059303421526891,13.714386169988757,0.029625997164990887
53.73313353722772,12.909911716661862,13.726432973614465,0.0004647659931072572
53.76322507807457,13.969553758730974,14.294783192126488,0.06553794449506885
53.693047101891885,12.660762253786931,14.311764123503963,0.010151245022249249
51.21195498951064,12.587545333786812,15.652708500104382,0.040867599916842925
51.113028679277434,14.424732653587286,16.070724061713918,0.000563642518151291
52.67782574022784,11.822662051855843,16.223345178191266,0.038822531800057083
51.69110450380576,14.994982506803508,16.28017115571356,0.001449945391974588
51.71015944984726,12.045517149383928,16.524385215136135,0.00019131095301990134
51.53418449806182,12.087412428409044,17.215102606573055,0.002358483932417848
51.26295050170545,12.290338374246694,17.44545408682643,0.021849546543868465
50.78528514619276,14.020436505452007,17.603590912050095,0.008380750289567267
50.75184110899659,13.880993758086056,17.632303997184863,0.014773456506069387
51.48119870895992,15.046373948146227,17.958971257097346,0.0008860379363034459
52.3801922063945,11.688111931163782,17.96577100086415,0.03974821484427256
53.200612488103246,11.745456278068108,17.982031249410284,0.035893161837626655
50.99146441873744,14.644582327866642,18.50042121498518,0.0019943747480431645
52.724561989757795,11.617116095941675,18.50140693267258,0.034069109270709566
51.10367880758557,12.244695694134752,19.13462876061749,0.02741788249397022
50.58581918017918,13.396818923585858,19.262144935480137,0.038940616099913575
53.74922288496132,15.042788806321903,20.323095730394016,0.00553925232508508
53.501428115761556,11.609270774977862,20.342503088711965,0.030455388318720262
54.32556736743302,13.923052649364372,20.472615687604048,0.12093172569267725
51.243236867034504,11.94222726225578,20.54222802156073,0.010500234921315759
53.829874351396725,11.806745683691117,20.542782444880686,0.04622021035640163
51.4468243997192,11.76669873142016,20.834801560535197,0.011389096846065776
54.409673192208906,12.865409002454637,20.976110148632415,0.012757477692381407
50.62450908511768,14.549202125199086,21.21433391775964,0.0022851522972962717
51.03586352211555,11.980919292138996,21.713841528990997,0.018561551993449294
51.099533472679184,11.912493508001656,21.797532557954582,0.01471524073678328
52.638114884194565,11.308480419578816,21.847258353656798,0.051689693052245536
51.727180108487346,15.632286432217402,22.18267182578211,0.007208657293282421
52.65321391917558,11.274854658516876,22.19212383746799,0.052498217718599596
53.80492138815332,11.524817104815574,22.432370458458536,0.03638669461144335
52.34869407997995,11.266253684621772,22.643473901040124,0.09286571866993316
50.884317732631224,15.157445588026034,22.745925213735063,0.026135707224390254
54.330746586630205,12.053319370351968,22.80909011628046,0.02287049490484268
50.49704038826823,14.669255396925612,22.887404490847075,0.005384531591395252
50.31006987643086,12.980741519900741,22.997663306502545,0.0383463083845675
54.50780933119562,12.40171852986494,23.005965394539544,0.01094673559929678
54.65445079283877,13.971036020556694,23.889085785367612,0.11867645167341496
50.69515426069157,15.160312560468284,24.06815287314612,0.03012707464846816
52.49326780871255,15.977186067490052,24.097069195579024,0.0335015114986766
54.75513119094246,12.823293866751964,24.310002650090155,0.015597852113720627
50.13562253160713,13.163244445235737,24.340690543758683,0.02985765426534844
52.652556612228835,11.015246761010541,24.853522262178558,0.08166045167819565
50.95837660691543,11.642861919901144,24.866377699214354,0.01423593010110043
54.65550114108586,14.355095885652206,24.94198266249441,0.09997650064075632
50.130941810869906,12.8377489517643,25.169129166673883,0.027856732208980512
50.192649989825235,14.597719234740925,25.21985005898341,0.0019109602670744513
54.04580086735551,15.464205590457095,25.407455037088766,0.015507185914308401
50.4275562801764,15.074633214804606,25.488616677763275,0.02360235328762091
54.73613275087588,14.302476346446852,25.501760909129644,0.10170273267259862
54.82246705992654,14.094248042554051,25.705910734481677,0.10568790463241047
51.48263274696473,15.942693806539754,25.8457177651012,0.01291127604519378
50.27208759683988,12.263429337545702,26.139861011301036,0.025104137623990292
53.547905202995224,10.958627703071983,26.147542166774656,0.017305527261092985
51.643662807661116,11.079916138577257,26.388010262291573,0.1259722301564273
50.250768039232085,12.249499296773045,26.388942309413324,0.023811116256516735
50.19387873041865,14.897083489543903,26.41771913993398,0.009913723592368378
52.37775503053404,16.22751753844252,26.49070537799571,0.021763835273410487
52.57067466362384,10.849194395218275,26.564750099285448,0.12090385059843019
52.20708910243271,10.89953439635735,26.603234281435107,0.17299886037050446
52.89013506425445,16.205532584297146,26.650477419876097,0.027868908063161408
50.26447210953176,12.112070951927027,26.956451065514557,0.02079034918539609
54.50373320747484,15.1950263765977,27.171089533513168,0.012175696119007888
50.04604658440965,12.445741305733188,27.316488845432104,0.017750351215332822
52.391983650979796,16.32441376909309,27.391708541144453,0.01948674726269591
54.93558253606767,12.1690290402065,27.408378330095275,0.005779887186796522
54.28802178675571,11.170962184195895,27.605521895013226,0.04017344163809529
50.18284381043185,15.162527784777152,27.764765555053145,0.023008673863265623
50.78834207494154,15.782607393605257,27.777449455159513,0.0441881965317555
51.41044456564493,16.1475083863656,27.843417320813842,0.011253647948584593
50.33295022538638,11.792242761943811,28.170972864454598,0.012777038640357468
52.23211842490331,10.729259642831604,28.175983882430955,0.19149818472134603
49.84521764907476,12.727682963441204,28.17682636307927,0.012303073981107708
51.64668308448179,10.872869714741931,28.237086140656174,0.1569667521522354
53.438635663938385,16.211842131287085,28.25676150056188,0.012639419004350465
50.5223785061482,11.55187221755566,28.318340843355145,0.007710893743811802
52.495165396816105,16.430912961032696,28.388686767510535,0.018891756212830197
53.169757811817526,16.322529236589183,28.399234768151018,0.0153158964386569
51.91426860189804,10.77121234088549,28.43343338307477,0.19564318877438955
55.273135669894586,13.504758212669657,28.53400370795263,0.02321339749493408
49.68645121106169,14.194230468639805,28.777689963475495,0.005387087879049695
55.20506983570816,12.48709921658052,28.786248961150704,0.010630264216266632
50.37962198544621,15.656228251251115,29.274575450602242,0.04678551251537673
55.13629782450229,14.464061712121485,29.34349130277269,0.05796976087605461
51.04135725748174,10.988367990836158,29.519795494837126,0.04832015951853126
53.00591942541014,16.507336267786158,29.74757376767775,0.013280956979193697
50.348632778398695,11.508386473221439,29.765144879689615,0.004755864088671196
50.29617573535429,11.567359825026688,29.76778398409442,0.005734226031669358
49.54369846056366,13.385370099711832,29.817863826216126,0.008638783606207916
51.885442563322954,10.590976944922405,30.116768750477604,0.20192516728786022
51.0471390781526,10.908336946077846,30.123119657215284,0.05384037864415976
54.44914012656767,15.769350945214326,30.166405337243987,0.011460350705525606
53.225162281621856,16.540661191657435,30.626338993545232,0.006990439579445855
55.317217784272046,12.1774909693178,30.630171924507977,0.0047952461605894215
55.42183368428809,12.439246100050285,30.735835750600927,0.008005447362044187
55.529780972512974,13.701022912393976,30.781524498861472,0.013660377365446301
52.39846450585166,10.417536111471783,30.823208933926253,0.18050165913211122
52.026597218623664,10.472381607423197,30.88652246361562,0.20539028860309036
51.379006582241715,10.645175572773372,31.013876645894015,0.1231934465378038
55.394381844238524,14.416271537389886,31.270970221236666,0.037437015872789095
49.40767089275329,13.207502826202738,31.305722341602632,0.004299505901022975
55.233462643824,14.833430857521689,31.379173441051535,0.025626249997563983
52.713066686109904,16.757277944053037,31.649917201860035,0.011674452967205333
50.463546078155424,11.104527410707735,31.677159876487167,0.0025159026093809094
51.4557777047568,10.528233120736349,31.756130643530923,0.13681299535743738
55.628974171855695,12.715459405139443,31.853292200705027,0.005250219846508379
52.88643217619605,10.2731513869501,31.85835898718051,0.11382626149917659
50.33679987812655,11.18108501902115,31.943783767485,0.00048661596758055526
49.908722774362175,11.67506083679714,32.039845615976446,0.004441255950829408
49.68024053226371,12.064298296554473,32.044193731049745,0.0033881839573189514
50.853516112036296,10.751898324697347,32.195241881448055,0.03532359579468565
49.39387738394808,12.790706173700148,32.19707410897445,0.0016450059307465286
49.77592998060462,11.82614291810712,32.33438581146402,0.004120562181120739
52.770375461867204,16.823417702743832,32.368332150020024,0.009877133322894487
54.479983204460595,10.68634908022759,32.386122518937555,0.043744974892994185
51.09652516375118,10.59475824725108,32.41531841114556,0.07184823585281837
49.39022127135035,12.678120696763562,32.51299548815132,0.0011458116858796435
49.247454174218255,13.94634364541387,32.67210490807338,0.004038610082822096
54.16244037673729,10.45824228796712,32.67407535106304,0.055697192851645275
55.25996523500994,15.10617326327449,32.68481701605242,0.009700787698299145
49.346241807608386,12.69790685943742,32.871909658607365,0.0008709226077519721
51.19147550802759,10.484092944485527,32.96815622950006,0.08635396805640656
55.75386597432425,13.974405785961638,33.061534609620594,0.012670369847106748
