number,value,datetime_start,datetime_complete,duration,params_mu,params_sigma,state
238,2.153042340281898,2023-07-11 23:08:47.550613,2023-07-11 23:08:48.210706,0 days 00:00:00.660093,52.71348692405597,13.46128359866282,COMPLETE
237,2.196449890937642,2023-07-11 23:08:47.380073,2023-07-11 23:08:48.033945,0 days 00:00:00.653872,52.70967408676796,13.42357489048522,COMPLETE
135,2.2082153644231575,2023-07-11 23:08:43.577838,2023-07-11 23:08:44.106792,0 days 00:00:00.528954,52.40792188004413,13.29712494607584,COMPLETE
301,2.345216377584491,2023-07-11 23:08:50.179265,2023-07-11 23:08:50.828200,0 days 00:00:00.648935,52.47792930678073,13.74122565393787,COMPLETE
378,2.355175160640163,2023-07-11 23:08:53.636471,2023-07-11 23:08:54.385496,0 days 00:00:00.749025,52.70617189214745,13.609089001986147,COMPLETE
297,2.4556000256011155,2023-07-11 23:08:50.014131,2023-07-11 23:08:50.677263,0 days 00:00:00.663132,52.49712647978608,13.752858015148336,COMPLETE
373,2.5100206383982675,2023-07-11 23:08:53.458648,2023-07-11 23:08:54.195896,0 days 00:00:00.737248,52.72694710516204,13.601509528746902,COMPLETE
239,2.5531097880849507,2023-07-11 23:08:47.582856,2023-07-11 23:08:48.257031,0 days 00:00:00.674175,52.75506362405965,13.474063830875913,COMPLETE
300,2.5869835618297032,2023-07-11 23:08:50.136411,2023-07-11 23:08:50.851237,0 days 00:00:00.714826,52.51676873765556,13.765039569124053,COMPLETE
155,2.671756899925693,2023-07-11 23:08:44.355884,2023-07-11 23:08:44.928413,0 days 00:00:00.572529,52.279371367155,13.664348847318783,COMPLETE
132,2.700832841449171,2023-07-11 23:08:43.480723,2023-07-11 23:08:43.978336,0 days 00:00:00.497613,52.757192680072365,13.40401936550777,COMPLETE
288,2.784161587919644,2023-07-11 23:08:49.693319,2023-07-11 23:08:50.347765,0 days 00:00:00.654446,52.5437772210419,13.781235202961533,COMPLETE
294,2.7917863807735026,2023-07-11 23:08:49.938661,2023-07-11 23:08:50.556699,0 days 00:00:00.618038,52.49374975117119,13.787545047459103,COMPLETE
299,2.8115643142434794,2023-07-11 23:08:50.094121,2023-07-11 23:08:50.734701,0 days 00:00:00.640580,52.5000300006926,13.789396911412767,COMPLETE
375,2.8219385981251817,2023-07-11 23:08:53.528282,2023-07-11 23:08:54.151715,0 days 00:00:00.623433,52.766335686660206,13.585762928874225,COMPLETE
372,2.87761117488005,2023-07-11 23:08:53.455525,2023-07-11 23:08:54.150346,0 days 00:00:00.694821,52.761696731969906,13.612980108399363,COMPLETE
295,2.8874082767673386,2023-07-11 23:08:49.944642,2023-07-11 23:08:50.594984,0 days 00:00:00.650342,52.46999131176398,13.796820280032346,COMPLETE
293,2.9898600110253963,2023-07-11 23:08:49.917475,2023-07-11 23:08:50.576609,0 days 00:00:00.659134,52.472482757505674,13.807567108376928,COMPLETE
382,3.0245476334616477,2023-07-11 23:08:53.853969,2023-07-11 23:08:54.507578,0 days 00:00:00.653609,52.789850451994816,13.57791012313321,COMPLETE
399,3.0299334691959605,2023-07-11 23:08:54.648617,2023-07-11 23:08:55.336229,0 days 00:00:00.687612,52.44175490423411,13.196304777508143,COMPLETE
377,3.044886312895669,2023-07-11 23:08:53.596305,2023-07-11 23:08:54.283447,0 days 00:00:00.687142,52.75459144293106,13.661860644361063,COMPLETE
298,3.055189194205907,2023-07-11 23:08:50.062911,2023-07-11 23:08:50.731122,0 days 00:00:00.668211,52.48143204313021,13.814650712529952,COMPLETE
367,3.074206204570208,2023-07-11 23:08:53.221631,2023-07-11 23:08:53.910721,0 days 00:00:00.689090,52.76061467605823,13.65755592900765,COMPLETE
296,3.1025337605577956,2023-07-11 23:08:49.946538,2023-07-11 23:08:50.605152,0 days 00:00:00.658614,52.50434712354714,13.819139643093003,COMPLETE
379,3.253293457035156,2023-07-11 23:08:53.666517,2023-07-11 23:08:54.355025,0 days 00:00:00.688508,52.81393924180545,13.575970265965815,COMPLETE
374,3.257121376084833,2023-07-11 23:08:53.501769,2023-07-11 23:08:54.237109,0 days 00:00:00.735340,52.817867915356814,13.561324190319965,COMPLETE
390,3.2735465312004357,2023-07-11 23:08:54.245564,2023-07-11 23:08:54.959908,0 days 00:00:00.714344,52.45177564673423,13.168684211634812,COMPLETE
380,3.304259909000393,2023-07-11 23:08:53.766405,2023-07-11 23:08:54.471012,0 days 00:00:00.704607,52.81068576197994,13.603829398568713,COMPLETE
161,3.3471132266856203,2023-07-11 23:08:44.573577,2023-07-11 23:08:45.099002,0 days 00:00:00.525425,52.1904249298532,13.644205434801176,COMPLETE
331,3.3521587982461143,2023-07-11 23:08:51.524825,2023-07-11 23:08:52.202262,0 days 00:00:00.677437,52.78476094976551,13.305982981987277,COMPLETE
302,3.425084567998614,2023-07-11 23:08:50.316978,2023-07-11 23:08:50.991302,0 days 00:00:00.674324,52.47520403017818,13.852635008693609,COMPLETE
402,3.4473897332243078,2023-07-11 23:08:54.789031,2023-07-11 23:08:55.473883,0 days 00:00:00.684852,52.41943198609676,13.15824838134257,COMPLETE
405,3.492070225976831,2023-07-11 23:08:54.911339,2023-07-11 23:08:55.683827,0 days 00:00:00.772488,52.446218301525036,13.147028869125728,COMPLETE
192,3.550500809136365,2023-07-11 23:08:45.678533,2023-07-11 23:08:46.254023,0 days 00:00:00.575490,52.78118789561394,13.265117006390625,COMPLETE
321,3.554425231568341,2023-07-11 23:08:51.163682,2023-07-11 23:08:51.835903,0 days 00:00:00.672221,52.83731144240425,13.370086412947336,COMPLETE
376,3.613978268644465,2023-07-11 23:08:53.554078,2023-07-11 23:08:54.214972,0 days 00:00:00.660894,52.841070687093634,13.60988747173152,COMPLETE
381,3.6713849543736674,2023-07-11 23:08:53.797846,2023-07-11 23:08:54.539877,0 days 00:00:00.742031,52.859227939438995,13.564751762331314,COMPLETE
404,3.7102410199914524,2023-07-11 23:08:54.905343,2023-07-11 23:08:55.603500,0 days 00:00:00.698157,52.39591633328849,13.13765018010884,COMPLETE
497,3.7390698547832257,2023-07-11 23:08:59.188741,2023-07-11 23:08:59.712091,0 days 00:00:00.523350,52.22489624854594,13.77209760481763,COMPLETE
328,3.7416827874031213,2023-07-11 23:08:51.367218,2023-07-11 23:08:52.072301,0 days 00:00:00.705083,52.82128506786126,13.289082559038373,COMPLETE
177,3.75881517132458,2023-07-11 23:08:45.168425,2023-07-11 23:08:45.713714,0 days 00:00:00.545289,52.85300614377709,13.351933926500362,COMPLETE
326,3.8275937622071026,2023-07-11 23:08:51.310967,2023-07-11 23:08:52.010910,0 days 00:00:00.699943,52.84536416025808,13.315503363650446,COMPLETE
413,3.840891383424196,2023-07-11 23:08:55.257565,2023-07-11 23:08:55.926686,0 days 00:00:00.669121,52.413969314478614,13.8888235514709,COMPLETE
181,3.8544343825244467,2023-07-11 23:08:45.288539,2023-07-11 23:08:45.904999,0 days 00:00:00.616460,52.86204510692808,13.348329726758662,COMPLETE
189,3.9275499880051035,2023-07-11 23:08:45.569673,2023-07-11 23:08:46.071792,0 days 00:00:00.502119,52.87931072858866,13.378549159790845,COMPLETE
186,3.9872787482097536,2023-07-11 23:08:45.448620,2023-07-11 23:08:46.036345,0 days 00:00:00.587725,52.82961521508415,13.255246126268325,COMPLETE
56,4.01771273299179,2023-07-11 23:08:40.784441,2023-07-11 23:08:41.195670,0 days 00:00:00.411229,52.76376375598217,13.177121331104326,COMPLETE
218,4.308073748840843,2023-07-11 23:08:46.592209,2023-07-11 23:08:47.248676,0 days 00:00:00.656467,52.35770378186005,13.9243846523356,COMPLETE
187,4.319512685040076,2023-07-11 23:08:45.535996,2023-07-11 23:08:46.127007,0 days 00:00:00.591011,52.86728974650332,13.250564614115017,COMPLETE
362,4.353969551077321,2023-07-11 23:08:52.905547,2023-07-11 23:08:53.603419,0 days 00:00:00.697872,52.06676449797183,13.565611981678071,COMPLETE
384,4.376194308030446,2023-07-11 23:08:53.968408,2023-07-11 23:08:54.652871,0 days 00:00:00.684463,52.90862234789673,13.645451942973489,COMPLETE
499,4.379341983706248,2023-07-11 23:08:59.302266,2023-07-11 23:08:59.730967,0 days 00:00:00.428701,52.137696747106425,13.768412741459404,COMPLETE
184,4.400552496798112,2023-07-11 23:08:45.349469,2023-07-11 23:08:45.872939,0 days 00:00:00.523470,52.881576821162376,13.258298855865572,COMPLETE
180,4.441743096511407,2023-07-11 23:08:45.227806,2023-07-11 23:08:45.685620,0 days 00:00:00.457814,52.878615314689284,13.245019993054992,COMPLETE
128,4.4531857274728335,2023-07-11 23:08:43.399828,2023-07-11 23:08:43.946464,0 days 00:00:00.546636,52.91904480260812,13.63898333306286,COMPLETE
191,4.460662286506006,2023-07-11 23:08:45.669746,2023-07-11 23:08:46.233029,0 days 00:00:00.563283,52.90959349562749,13.300714961740372,COMPLETE
212,4.479433013377299,2023-07-11 23:08:46.359608,2023-07-11 23:08:47.082532,0 days 00:00:00.722924,52.61486681102844,13.941002549181466,COMPLETE
422,4.515862457257375,2023-07-11 23:08:55.681442,2023-07-11 23:08:56.371299,0 days 00:00:00.689857,52.410594396071964,13.95927940847221,COMPLETE
167,4.516173297164066,2023-07-11 23:08:44.755740,2023-07-11 23:08:45.248318,0 days 00:00:00.492578,52.0820475022432,13.693957314023306,COMPLETE
225,4.563985319238969,2023-07-11 23:08:47.001210,2023-07-11 23:08:47.690209,0 days 00:00:00.688999,52.53077806716155,13.967455769911897,COMPLETE
383,4.56455595290502,2023-07-11 23:08:53.942124,2023-07-11 23:08:54.620947,0 days 00:00:00.678823,52.915217308518066,13.678971079715675,COMPLETE
57,4.592175858823959,2023-07-11 23:08:40.805301,2023-07-11 23:08:41.312805,0 days 00:00:00.507504,52.85488256795359,13.185209827745796,COMPLETE
410,4.593746164736525,2023-07-11 23:08:55.105999,2023-07-11 23:08:55.759241,0 days 00:00:00.653242,52.425669492684115,13.969647131038508,COMPLETE
222,4.6372733119892695,2023-07-11 23:08:46.872538,2023-07-11 23:08:47.525953,0 days 00:00:00.653415,52.42199891725418,13.973708012960405,COMPLETE
179,4.678940251512629,2023-07-11 23:08:45.199150,2023-07-11 23:08:45.776993,0 days 00:00:00.577843,52.905858583846594,13.243256975809109,COMPLETE
210,4.706490038069093,2023-07-11 23:08:46.327136,2023-07-11 23:08:46.956749,0 days 00:00:00.629613,52.21590761847314,13.897980834318838,COMPLETE
498,4.757732006100673,2023-07-11 23:08:59.277644,2023-07-11 23:08:59.748261,0 days 00:00:00.470617,52.125650704841924,13.817877611144793,COMPLETE
221,4.768320305309849,2023-07-11 23:08:46.682910,2023-07-11 23:08:47.273557,0 days 00:00:00.590647,52.24895685138989,13.92763101697396,COMPLETE
495,4.800585617071254,2023-07-11 23:08:59.042182,2023-07-11 23:08:59.622498,0 days 00:00:00.580316,52.09290345540232,13.778983072028995,COMPLETE
408,4.845108957478139,2023-07-11 23:08:55.018511,2023-07-11 23:08:55.654630,0 days 00:00:00.636119,52.4596478865605,13.998627442188845,COMPLETE
386,4.848178535896667,2023-07-11 23:08:54.071172,2023-07-11 23:08:54.740340,0 days 00:00:00.669168,52.97251964044209,13.594085601585718,COMPLETE
385,4.853073427286712,2023-07-11 23:08:54.027563,2023-07-11 23:08:54.761903,0 days 00:00:00.734340,52.958561257812505,13.645928024834053,COMPLETE
417,4.861243315794434,2023-07-11 23:08:55.499509,2023-07-11 23:08:56.203915,0 days 00:00:00.704406,52.42761460847898,13.997753408003064,COMPLETE
270,4.908233598261283,2023-07-11 23:08:48.928425,2023-07-11 23:08:49.616468,0 days 00:00:00.688043,52.57592224686639,12.997767339717118,COMPLETE
190,4.911936423494064,2023-07-11 23:08:45.624894,2023-07-11 23:08:46.156719,0 days 00:00:00.531825,52.94188592420633,13.260485521685624,COMPLETE
214,4.933237714120036,2023-07-11 23:08:46.451367,2023-07-11 23:08:47.010486,0 days 00:00:00.559119,52.325525730113846,13.98212680220591,COMPLETE
220,4.967703177512556,2023-07-11 23:08:46.648082,2023-07-11 23:08:47.356428,0 days 00:00:00.708346,52.28817641651249,13.971226380346451,COMPLETE
178,5.064471827248987,2023-07-11 23:08:45.170438,2023-07-11 23:08:45.741781,0 days 00:00:00.571343,52.9574516664703,13.256904192774904,COMPLETE
114,5.074194625935993,2023-07-11 23:08:42.885084,2023-07-11 23:08:43.430820,0 days 00:00:00.545736,52.5065584593681,12.977482633693748,COMPLETE
55,5.131861192549578,2023-07-11 23:08:40.781716,2023-07-11 23:08:41.268323,0 days 00:00:00.486607,53.003286927007785,13.374232561032521,COMPLETE
251,5.13528709761595,2023-07-11 23:08:47.985556,2023-07-11 23:08:48.693252,0 days 00:00:00.707696,53.010793745931394,13.537511989709222,COMPLETE
211,5.181474504502311,2023-07-11 23:08:46.355627,2023-07-11 23:08:47.007440,0 days 00:00:00.651813,52.26483268532196,13.984916742671137,COMPLETE
213,5.199908384900869,2023-07-11 23:08:46.446151,2023-07-11 23:08:47.101893,0 days 00:00:00.655742,52.265430642292664,13.987331396468765,COMPLETE
219,5.234155571285645,2023-07-11 23:08:46.617885,2023-07-11 23:08:47.301671,0 days 00:00:00.683786,52.31057934719559,13.005415071276765,COMPLETE
188,5.257059558357544,2023-07-11 23:08:45.539790,2023-07-11 23:08:46.035732,0 days 00:00:00.495942,52.98703189915536,13.275490703362404,COMPLETE
216,5.267128047039455,2023-07-11 23:08:46.501350,2023-07-11 23:08:47.165255,0 days 00:00:00.663905,52.234792900891094,13.979340345946307,COMPLETE
215,5.285347041211714,2023-07-11 23:08:46.452591,2023-07-11 23:08:47.053527,0 days 00:00:00.600936,52.154177748070076,13.925738886275951,COMPLETE
224,5.308140116562524,2023-07-11 23:08:46.946818,2023-07-11 23:08:47.609787,0 days 00:00:00.662969,52.436965148893314,14.045081662503401,COMPLETE
201,5.313693948871754,2023-07-11 23:08:45.988450,2023-07-11 23:08:46.523604,0 days 00:00:00.535154,52.21159274609321,13.971270304943321,COMPLETE
53,5.427028443211507,2023-07-11 23:08:40.731145,2023-07-11 23:08:41.169306,0 days 00:00:00.438161,53.001105725574305,13.264137676401248,COMPLETE
387,5.443617658516353,2023-07-11 23:08:54.097657,2023-07-11 23:08:54.793795,0 days 00:00:00.696138,53.03991859962689,13.55275947418717,COMPLETE
204,5.474298672265945,2023-07-11 23:08:46.103694,2023-07-11 23:08:46.590124,0 days 00:00:00.486430,52.18425359423404,13.973345336180321,COMPLETE
116,5.4847033560572545,2023-07-11 23:08:42.950745,2023-07-11 23:08:43.427749,0 days 00:00:00.477004,52.52636808369111,12.935029702091628,COMPLETE
481,5.490057857933769,2023-07-11 23:08:58.453907,2023-07-11 23:08:59.163745,0 days 00:00:00.709838,52.66472010967993,12.954184344412107,COMPLETE
59,5.523623917943546,2023-07-11 23:08:41.020547,2023-07-11 23:08:41.528672,0 days 00:00:00.508125,52.743730877704536,12.979764387278628,COMPLETE
217,5.524146287083788,2023-07-11 23:08:46.548116,2023-07-11 23:08:47.206312,0 days 00:00:00.658196,52.24313833333721,14.01397224901834,COMPLETE
286,5.633806630866242,2023-07-11 23:08:49.620432,2023-07-11 23:08:50.293559,0 days 00:00:00.673127,51.99765703642091,13.783782464994934,COMPLETE
252,5.7301808922347774,2023-07-11 23:08:48.013837,2023-07-11 23:08:48.648333,0 days 00:00:00.634496,53.071282837929466,13.528161853941345,COMPLETE
54,5.803832924917028,2023-07-11 23:08:40.777536,2023-07-11 23:08:41.221244,0 days 00:00:00.443708,52.93640097742618,13.087985731633161,COMPLETE
246,5.811639290382422,2023-07-11 23:08:47.820422,2023-07-11 23:08:48.495198,0 days 00:00:00.674776,53.07693392811797,13.552278310887289,COMPLETE
49,5.833859195578697,2023-07-11 23:08:40.665962,2023-07-11 23:08:41.147260,0 days 00:00:00.481298,53.06000771431901,13.307362749408258,COMPLETE
257,5.870038187970681,2023-07-11 23:08:48.377282,2023-07-11 23:08:48.982391,0 days 00:00:00.605109,53.05325343470337,13.680641984390002,COMPLETE
176,5.93068611334847,2023-07-11 23:08:45.164963,2023-07-11 23:08:45.628430,0 days 00:00:00.463467,51.9402297383062,13.31984549218155,COMPLETE
254,5.9683892195953545,2023-07-11 23:08:48.237775,2023-07-11 23:08:48.904528,0 days 00:00:00.666753,53.093673704192874,13.543472399741145,COMPLETE
51,5.993106313967096,2023-07-11 23:08:40.684817,2023-07-11 23:08:41.220784,0 days 00:00:00.535967,53.06671546929222,13.274924167489177,COMPLETE
371,5.994027800956445,2023-07-11 23:08:53.370162,2023-07-11 23:08:54.073958,0 days 00:00:00.703796,52.7718402402247,12.938939862548777,COMPLETE
244,6.025806923671814,2023-07-11 23:08:47.743599,2023-07-11 23:08:48.405578,0 days 00:00:00.661979,53.10160214137501,13.51849412762029,COMPLETE
496,6.0527767094910425,2023-07-11 23:08:59.145679,2023-07-11 23:08:59.692618,0 days 00:00:00.546939,52.207856078202454,12.966124343341228,COMPLETE
245,6.058060800250696,2023-07-11 23:08:47.768013,2023-07-11 23:08:48.402303,0 days 00:00:00.634290,53.10004457062397,13.564766855024804,COMPLETE
170,6.070327743769351,2023-07-11 23:08:44.886915,2023-07-11 23:08:45.420969,0 days 00:00:00.534054,51.910043495151875,13.673140041552452,COMPLETE
248,6.072360327665585,2023-07-11 23:08:47.860770,2023-07-11 23:08:48.521068,0 days 00:00:00.660298,53.10445200641973,13.540033410123966,COMPLETE
392,6.078277397805151,2023-07-11 23:08:54.275730,2023-07-11 23:08:54.963490,0 days 00:00:00.687760,53.071033048422706,13.261107915665814,COMPLETE
486,6.0945387816838315,2023-07-11 23:08:58.693817,2023-07-11 23:08:59.383369,0 days 00:00:00.689552,52.14253201584017,13.00627295883998,COMPLETE
487,6.094847744767632,2023-07-11 23:08:58.699322,2023-07-11 23:08:59.426416,0 days 00:00:00.727094,52.2189155672649,12.954680321789372,COMPLETE
346,6.165191237442682,2023-07-11 23:08:52.184285,2023-07-11 23:08:52.909061,0 days 00:00:00.724776,52.173590869889736,14.05181448014024,COMPLETE
483,6.19250220467991,2023-07-11 23:08:58.525836,2023-07-11 23:08:59.281572,0 days 00:00:00.755736,52.13125864451607,13.002722128398831,COMPLETE
272,6.228937290525802,2023-07-11 23:08:49.006555,2023-07-11 23:08:49.710887,0 days 00:00:00.704332,52.060242127326816,13.063482284745138,COMPLETE
256,6.26094307689819,2023-07-11 23:08:48.321077,2023-07-11 23:08:49.005470,0 days 00:00:00.684393,52.995360359184254,13.085182175452982,COMPLETE
491,6.26353475796253,2023-07-11 23:08:58.878515,2023-07-11 23:08:59.547266,0 days 00:00:00.668751,52.14759304488406,12.98117176937479,COMPLETE
493,6.29951115677315,2023-07-11 23:08:59.011039,2023-07-11 23:08:59.663280,0 days 00:00:00.652241,52.155821965104394,12.97075507106766,COMPLETE
52,6.32693800256717,2023-07-11 23:08:40.687243,2023-07-11 23:08:41.172293,0 days 00:00:00.485050,53.11602955987363,13.32431966838909,COMPLETE
140,6.3303573800004616,2023-07-11 23:08:43.804186,2023-07-11 23:08:44.363292,0 days 00:00:00.559106,52.57630075211896,14.143741339798362,COMPLETE
492,6.331204132302301,2023-07-11 23:08:58.950838,2023-07-11 23:08:59.596102,0 days 00:00:00.645264,52.1350114802213,12.982170368013458,COMPLETE
389,6.357006134714545,2023-07-11 23:08:54.242500,2023-07-11 23:08:54.862775,0 days 00:00:00.620275,53.10921279639304,13.286631189615798,COMPLETE
159,6.377970906633385,2023-07-11 23:08:44.500167,2023-07-11 23:08:45.087592,0 days 00:00:00.587425,51.87923270427565,13.678084759223594,COMPLETE
274,6.3922355837867215,2023-07-11 23:08:49.068843,2023-07-11 23:08:49.752455,0 days 00:00:00.683612,52.007920247710025,13.099605722687642,COMPLETE
172,6.414293888297361,2023-07-11 23:08:44.971320,2023-07-11 23:08:45.544550,0 days 00:00:00.573230,51.85807592452977,13.529478134886299,COMPLETE
480,6.435490066776033,2023-07-11 23:08:58.375734,2023-07-11 23:08:59.117484,0 days 00:00:00.741750,52.72885262323817,12.871493205715284,COMPLETE
174,6.464979941334562,2023-07-11 23:08:45.050680,2023-07-11 23:08:45.602457,0 days 00:00:00.551777,51.86790676872258,13.667790809373852,COMPLETE
139,6.542869124196138,2023-07-11 23:08:43.779020,2023-07-11 23:08:44.327131,0 days 00:00:00.548111,52.47896091717799,14.17397569457172,COMPLETE
50,6.588832863310905,2023-07-11 23:08:40.668649,2023-07-11 23:08:41.150196,0 days 00:00:00.481547,53.15895004641206,13.49820335918693,COMPLETE
166,6.596821942302008,2023-07-11 23:08:44.719550,2023-07-11 23:08:45.251807,0 days 00:00:00.532257,51.85553097730471,13.673593401901318,COMPLETE
169,6.621982390732203,2023-07-11 23:08:44.834727,2023-07-11 23:08:45.372706,0 days 00:00:00.537979,51.87872024330582,13.762546259333986,COMPLETE
165,6.622972859266885,2023-07-11 23:08:44.687565,2023-07-11 23:08:45.249349,0 days 00:00:00.561784,51.860718853789386,13.706088630094818,COMPLETE
489,6.724628984568081,2023-07-11 23:08:58.765047,2023-07-11 23:08:59.489138,0 days 00:00:00.724091,52.15075473858244,12.922549557532712,COMPLETE
258,6.806288948481548,2023-07-11 23:08:48.406675,2023-07-11 23:08:49.043587,0 days 00:00:00.636912,53.067627240245756,13.089605435291174,COMPLETE
352,6.817878764691793,2023-07-11 23:08:52.548814,2023-07-11 23:08:53.235827,0 days 00:00:00.687013,52.21062100468513,14.147321383236443,COMPLETE
488,6.818555220601856,2023-07-11 23:08:58.761436,2023-07-11 23:08:59.448904,0 days 00:00:00.687468,52.174573828558856,12.896362201077595,COMPLETE
446,6.828492600852801,2023-07-11 23:08:56.756495,2023-07-11 23:08:57.454476,0 days 00:00:00.697981,51.8207339838172,13.450618822527666,COMPLETE
137,6.8314355139250384,2023-07-11 23:08:43.624935,2023-07-11 23:08:44.055659,0 days 00:00:00.430724,52.485979832817655,14.203592176374116,COMPLETE
153,6.8413041688521625,2023-07-11 23:08:44.205946,2023-07-11 23:08:44.806950,0 days 00:00:00.601004,52.38785205064357,14.199241980429036,COMPLETE
