mu,sigma,discrepency
50.49974060058594,15.24662971496582,25.71346794494222
52.37389373779297,13.50568962097168,1.2600861808573864
52.66208267211914,13.191327095031738,3.351912490772046
52.07358169555664,13.470969200134277,4.284622611246483
52.362571716308594,13.033775329589844,4.785126467498759
51.58442687988281,13.726144790649414,9.330719996876294
52.903541564941406,14.397546768188477,9.752206298863811
53.291439056396484,12.720808982849121,10.733159890765853
51.987892150878906,14.493902206420898,10.749394515614659
53.282257080078125,14.3200101852417,11.383815535450152
52.38489532470703,12.27518081665039,12.000173106959746
51.59669876098633,12.682376861572266,12.26261090077127
51.248165130615234,13.264426231384277,12.814621819350116
52.121437072753906,14.805608749389648,13.09278882319329
52.508628845214844,14.890029907226562,13.508125115786985
51.46746063232422,12.565670013427734,14.015265399948998
51.092838287353516,13.695945739746094,14.124948191868892
53.15474319458008,14.819315910339355,14.621818567342906
53.342376708984375,12.223742485046387,14.71159965851225
52.00679016113281,14.96457290649414,14.873647580660867
51.29857635498047,14.586910247802734,15.678178622406396
53.266845703125,12.041816711425781,15.839775054994158
54.09757995605469,13.262051582336426,16.051392531867005
53.825531005859375,14.710710525512695,18.06641072307028
52.659366607666016,15.351375579833984,18.119682121459913
52.69890213012695,11.5518217086792,18.952747309841406
54.43540954589844,13.063366889953613,19.64885486531424
53.40738296508789,15.263442993164062,19.7015531211319
51.92162322998047,15.471290588378906,19.78548001549677
54.33060073852539,12.629609107971191,19.85856875858723
53.88909912109375,11.98060417175293,19.865177375161537
54.26592254638672,12.39818286895752,20.284746008032453
50.6945915222168,12.330350875854492,21.709767454646077
50.54717254638672,14.562729835510254,21.725423481851244
53.11216354370117,15.688987731933594,22.361604739450176
52.42341995239258,11.170068740844727,22.67899395652152
50.24131774902344,13.214872360229492,22.864598458427036
54.77073669433594,14.094442367553711,23.65070507902015
50.687538146972656,15.141794204711914,23.66506824335692
52.01513671875,15.907246589660645,23.69561177755576
54.97465515136719,13.57210922241211,24.784162523334757
52.73954772949219,10.949642181396484,24.798258330415674
50.49974060058594,15.24662971496582,25.71346794494222
53.51293182373047,15.911163330078125,25.886518671396768
50.6029052734375,11.715108871459961,26.20362247967276
54.33576583862305,15.358248710632324,26.251763258503974
55.0306510925293,12.530853271484375,26.64980241174941
51.050209045410156,15.867311477661133,26.697375224148967
52.75186538696289,16.44314193725586,28.803078141183803
54.918094635009766,15.062328338623047,29.054251489438315
49.99148941040039,15.264477729797363,29.817540778764165
55.192649841308594,11.990214347839355,30.148363307365127
52.15467071533203,16.59982681274414,30.176745271764798
51.540653228759766,10.592514038085938,30.188844536852493
50.96059036254883,16.256845474243164,30.359392884171
54.27973556518555,10.818550109863281,30.962840646155442
52.867401123046875,16.667076110839844,31.131423500312543
54.549800872802734,15.849475860595703,31.27635210852841
53.48643112182617,10.401191711425781,31.307287101067054
53.03841018676758,10.298219680786133,31.357851462688377
50.56660461425781,10.94741439819336,32.042714134884726
49.535133361816406,12.355902671813965,32.07292809999425
54.93500900268555,11.20279598236084,32.37283581510903
55.2640495300293,11.619169235229492,32.5255757072573
50.725006103515625,16.493425369262695,33.465708461659176
51.29787826538086,16.796871185302734,33.763048124925206
49.25674057006836,14.640363693237305,33.8552190978255
55.819305419921875,14.090657234191895,33.90845061650036
49.17295837402344,12.944424629211426,33.91558630568921
51.21063995361328,16.79761505126953,34.057638902091256
49.27490234375,14.886520385742188,34.45564741335909
55.92858123779297,14.197888374328613,35.21201230534625
51.42789077758789,10.083635330200195,35.28070984890617
52.50700378417969,9.746679306030273,36.46160132167662
49.78784942626953,16.141054153442383,36.59032319383452
48.94612503051758,14.762754440307617,37.13485936754671
49.022727966308594,15.024334907531738,37.25182290357548
56.088157653808594,12.295182228088379,37.299525534723415
53.805931091308594,17.115156173706055,37.952645523672565
53.39326858520508,17.295740127563477,38.284913734850264
49.67990493774414,10.908407211303711,38.54109919931809
48.746803283691406,14.585787773132324,38.58221831111691
56.31734085083008,13.996705055236816,38.66620077565061
51.08660125732422,17.2673282623291,38.70936468907952
49.276878356933594,15.91295051574707,39.097219701500975
54.11178207397461,9.741889953613281,39.322376541890804
51.57398223876953,9.527416229248047,40.04462787832602
55.176090240478516,16.460521697998047,40.05400546805037
56.10121154785156,15.172222137451172,40.08877405194815
51.54131317138672,17.555652618408203,40.18073520471355
55.680503845214844,10.787659645080566,40.491989142295346
53.71686935424805,9.371267318725586,41.453330554806584
48.495094299316406,12.448625564575195,41.720933958931965
56.720787048339844,13.150972366333008,42.209889267844794
48.64741516113281,11.661397933959961,43.101887168114246
56.834083557128906,13.579401016235352,43.3782111895864
52.745479583740234,17.957279205322266,43.46981615203754
50.72016525268555,17.690673828125,43.78356518077682
48.8916130065918,11.090078353881836,43.78441500802494
48.12099838256836,14.307891845703125,44.18107027343004
52.21649932861328,18.073467254638672,44.41045150971477
54.61426544189453,12.34215259552002,23.552547319050216
52.71242904663086,11.276147842407227,21.62555327217129
54.68551254272461,14.009183883666992,22.59810789293585
53.6606559753418,11.709675788879395,20.524714656632963
50.33860778808594,13.033949851989746,22.257761088710694
52.473838806152344,12.001136779785156,14.574471060315332
53.346675872802734,11.801933288574219,18.242384834087428
53.07502746582031,14.274654388427734,9.650413422248748
52.14139175415039,14.500984191894531,10.230887299470101
54.16318130493164,12.717977523803711,18.009397425528235
51.42594909667969,15.123298645019531,18.72610214671152
53.8994255065918,14.735089302062988,18.791199016078025
48.64591598510742,13.608080863952637,38.51358101465096
53.01810836791992,14.237996101379395,9.01052646882234
55.37154769897461,14.372030258178711,30.259003031463273
50.219032287597656,14.557938575744629,24.64478572070578
53.23577117919922,12.493962287902832,11.998863926273145
53.100990295410156,13.2509765625,6.389149993683526
49.91874694824219,12.914466857910156,26.650859427066273
51.996788024902344,14.619505882263184,11.801822352493016
53.66294860839844,10.285632133483887,32.88929641498436
49.80413818359375,13.335334777832031,27.069165115118828
52.5112190246582,12.120290756225586,13.400196735047958
51.53889846801758,16.115665435791016,26.810410419801038
52.96523666381836,14.152817726135254,8.012749863594111
51.766578674316406,14.929553985595703,15.447230996582254
53.26714324951172,13.822394371032715,8.400169544602328
53.936824798583984,12.611127853393555,16.468133392108005
52.412376403808594,15.022281646728516,14.780568275849719
51.938011169433594,13.494084358215332,5.6224558777567655
52.1837272644043,13.392292022705078,3.3704220926217823
50.965023040771484,11.180203437805176,27.765558918947296
54.34938049316406,11.411938667297363,26.90442029702946
53.46617126464844,12.696099281311035,12.180866462212405
52.729122161865234,14.19614028930664,7.226088272866407
51.47748565673828,15.907422065734863,25.152589824490846
51.77774429321289,15.40000057220459,19.55363715978579
52.521759033203125,14.203598976135254,6.847676562849428
52.774993896484375,14.138240814208984,6.881840272087534
53.38267135620117,13.842758178710938,9.55645859869388
51.62601852416992,13.05606460571289,9.897932604963284
51.07868576049805,11.619372367858887,23.587812804452277
50.878299713134766,16.66871452331543,34.22247817484846
53.04820251464844,12.637893676757812,9.826919112624886
52.677860260009766,15.096911430358887,15.685723520773825
51.88232421875,13.156046867370605,7.138072315320464
52.624305725097656,14.664466857910156,11.429923127552469
52.45905303955078,14.817195892333984,12.787180612044184
52.08102798461914,13.763996124267578,4.8250755573434905
51.4885139465332,12.184215545654297,16.611812944704322
53.53568649291992,12.67313289642334,12.853476843371798
52.99247360229492,16.318389892578125,28.01176095804448
50.32687759399414,11.644381523132324,28.779366822663143
51.075401306152344,14.986878395080566,19.88286888116455
51.737003326416016,12.755691528320312,10.717844432638318
52.82460021972656,15.003769874572754,15.090582582294692
52.13850784301758,14.083150863647461,6.598777777901242
53.3865966796875,14.774556159973145,15.512019886437097
51.055633544921875,11.731769561767578,22.877205768420186
50.88894271850586,13.621674537658691,16.107160257511485
53.849918365478516,13.670458793640137,13.665276687547992
53.34971237182617,16.241004943847656,28.27078435016542
53.9571647644043,13.116140365600586,14.897632435111161
52.09957504272461,15.208784103393555,16.922545138528005
51.276737213134766,13.421152114868164,12.286806744732623
52.40565490722656,16.051347732543945,24.7674958650497
52.93321228027344,15.37942886352539,18.93200302275002
50.6447639465332,11.782968521118164,25.435228973885398
55.557472229003906,14.353839874267578,31.995283381940258
49.17921447753906,14.653345108032227,34.62460754025421
53.66857147216797,15.090239524841309,19.736577145553298
50.56174850463867,12.098000526428223,24.126769793214674
51.035301208496094,15.262925148010254,22.091175242866758
53.82362365722656,11.606538772583008,22.233235001276217
50.90288543701172,12.759146690368652,17.775835953890883
52.67320251464844,15.404216766357422,18.648890730917238
50.769500732421875,16.06072425842285,29.73722983000642
53.28669357299805,12.59931755065918,11.532929568558535
50.66995620727539,14.130956649780273,19.068371111191446
51.3691520690918,13.192442893981934,11.810337714069046
52.767799377441406,13.191362380981445,3.940430150973858
52.8084716796875,15.106298446655273,16.02679204704021
53.57722091674805,12.891916275024414,12.079079892411233
51.7225227355957,13.842175483703613,8.333816671435173
54.091285705566406,15.03174114227295,22.2128563169236
53.10358810424805,12.806201934814453,8.868188029894467
54.84138107299805,12.834474563598633,24.042259901214308
52.94809341430664,13.234895706176758,5.079249767581301
52.79249954223633,15.692337036132812,21.61329729796375
52.4055290222168,16.640445709228516,30.487327682960643
52.7047233581543,15.448346138000488,19.119360368710918
52.87691879272461,15.210831642150879,17.18795718805281
53.30017852783203,12.196842193603516,14.707059464399855
50.863014221191406,14.35373306274414,18.056018596182664
53.808082580566406,12.936718940734863,13.978179623857054
51.59613037109375,15.542325973510742,21.475425694983947
51.897705078125,13.177980422973633,6.895991460728548
52.02960205078125,12.741939544677734,8.894291094502355
51.618526458740234,13.611665725708008,8.838530044387241
53.10396957397461,12.098166465759277,14.678141206133402
52.37389373779297,13.50568962097168,1.2600861808573864
52.66208267211914,13.191327095031738,3.351912490772046
52.1837272644043,13.392292022705078,3.3704220926217823
52.767799377441406,13.191362380981445,3.940430150973858
52.07358169555664,13.470969200134277,4.284622611246483
52.362571716308594,13.033775329589844,4.785126467498759
52.08102798461914,13.763996124267578,4.8250755573434905
52.94809341430664,13.234895706176758,5.079249767581301
51.938011169433594,13.494084358215332,5.6224558777567655
53.100990295410156,13.2509765625,6.389149993683526
52.13850784301758,14.083150863647461,6.598777777901242
52.521759033203125,14.203598976135254,6.847676562849428
52.774993896484375,14.138240814208984,6.881840272087534
51.897705078125,13.177980422973633,6.895991460728548
51.88232421875,13.156046867370605,7.138072315320464
52.729122161865234,14.19614028930664,7.226088272866407
52.96523666381836,14.152817726135254,8.012749863594111
51.7225227355957,13.842175483703613,8.333816671435173
53.26714324951172,13.822394371032715,8.400169544602328
51.618526458740234,13.611665725708008,8.838530044387241
53.10358810424805,12.806201934814453,8.868188029894467
52.02960205078125,12.741939544677734,8.894291094502355
53.01810836791992,14.237996101379395,9.01052646882234
51.58442687988281,13.726144790649414,9.330719996876294
53.38267135620117,13.842758178710938,9.55645859869388
53.07502746582031,14.274654388427734,9.650413422248748
52.903541564941406,14.397546768188477,9.752206298863811
53.04820251464844,12.637893676757812,9.826919112624886
51.62601852416992,13.05606460571289,9.897932604963284
52.14139175415039,14.500984191894531,10.230887299470101
51.737003326416016,12.755691528320312,10.717844432638318
53.291439056396484,12.720808982849121,10.733159890765853
51.987892150878906,14.493902206420898,10.749394515614659
53.282257080078125,14.3200101852417,11.383815535450152
52.624305725097656,14.664466857910156,11.429923127552469
53.28669357299805,12.59931755065918,11.532929568558535
51.996788024902344,14.619505882263184,11.801822352493016
51.3691520690918,13.192442893981934,11.810337714069046
53.23577117919922,12.493962287902832,11.998863926273145
52.38489532470703,12.27518081665039,12.000173106959746
53.57722091674805,12.891916275024414,12.079079892411233
53.46617126464844,12.696099281311035,12.180866462212405
51.59669876098633,12.682376861572266,12.26261090077127
51.276737213134766,13.421152114868164,12.286806744732623
52.45905303955078,14.817195892333984,12.787180612044184
51.248165130615234,13.264426231384277,12.814621819350116
53.53568649291992,12.67313289642334,12.853476843371798
52.121437072753906,14.805608749389648,13.09278882319329
52.5112190246582,12.120290756225586,13.400196735047958
52.508628845214844,14.890029907226562,13.508125115786985
53.849918365478516,13.670458793640137,13.665276687547992
53.808082580566406,12.936718940734863,13.978179623857054
51.46746063232422,12.565670013427734,14.015265399948998
51.092838287353516,13.695945739746094,14.124948191868892
52.473838806152344,12.001136779785156,14.574471060315332
53.15474319458008,14.819315910339355,14.621818567342906
53.10396957397461,12.098166465759277,14.678141206133402
53.30017852783203,12.196842193603516,14.707059464399855
53.342376708984375,12.223742485046387,14.71159965851225
52.412376403808594,15.022281646728516,14.780568275849719
52.00679016113281,14.96457290649414,14.873647580660867
53.9571647644043,13.116140365600586,14.897632435111161
52.82460021972656,15.003769874572754,15.090582582294692
51.766578674316406,14.929553985595703,15.447230996582254
53.3865966796875,14.774556159973145,15.512019886437097
51.29857635498047,14.586910247802734,15.678178622406396
52.677860260009766,15.096911430358887,15.685723520773825
53.266845703125,12.041816711425781,15.839775054994158
52.8084716796875,15.106298446655273,16.02679204704021
54.09757995605469,13.262051582336426,16.051392531867005
50.88894271850586,13.621674537658691,16.107160257511485
53.936824798583984,12.611127853393555,16.468133392108005
51.4885139465332,12.184215545654297,16.611812944704322
52.09957504272461,15.208784103393555,16.922545138528005
52.87691879272461,15.210831642150879,17.18795718805281
50.90288543701172,12.759146690368652,17.775835953890883
54.16318130493164,12.717977523803711,18.009397425528235
50.863014221191406,14.35373306274414,18.056018596182664
53.825531005859375,14.710710525512695,18.06641072307028
52.659366607666016,15.351375579833984,18.119682121459913
53.346675872802734,11.801933288574219,18.242384834087428
52.67320251464844,15.404216766357422,18.648890730917238
51.42594909667969,15.123298645019531,18.72610214671152
53.8994255065918,14.735089302062988,18.791199016078025
52.93321228027344,15.37942886352539,18.93200302275002
52.69890213012695,11.5518217086792,18.952747309841406
50.66995620727539,14.130956649780273,19.068371111191446
52.7047233581543,15.448346138000488,19.119360368710918
51.77774429321289,15.40000057220459,19.55363715978579
54.43540954589844,13.063366889953613,19.64885486531424
53.40738296508789,15.263442993164062,19.7015531211319
53.66857147216797,15.090239524841309,19.736577145553298
51.92162322998047,15.471290588378906,19.78548001549677
54.33060073852539,12.629609107971191,19.85856875858723
53.88909912109375,11.98060417175293,19.865177375161537
51.075401306152344,14.986878395080566,19.88286888116455
54.26592254638672,12.39818286895752,20.284746008032453
53.6606559753418,11.709675788879395,20.524714656632963
51.59613037109375,15.542325973510742,21.475425694983947
52.79249954223633,15.692337036132812,21.61329729796375
52.785526275634766,13.670821189880371,3.3588265256810326
52.37556076049805,13.327579498291016,2.1259016911237536
51.899600982666016,12.508645057678223,11.549246114005808
51.45528793334961,13.058309555053711,11.450071836896935
53.53382110595703,11.385530471801758,22.628854762230198
54.811092376708984,14.351897239685059,24.85461199484029
52.108821868896484,12.015829086303711,15.088896767229803
52.92726516723633,12.68340015411377,8.860711198196498
55.24238204956055,13.773146629333496,27.656242851609093
52.70668411254883,12.619335174560547,8.72208243977538
52.66595458984375,14.579252243041992,10.680354291275124
53.21516418457031,13.574606895446777,7.216759630126833
53.68143844604492,12.361936569213867,15.858368006720756
51.97046661376953,12.771429061889648,9.006015653221207
53.688323974609375,13.067509651184082,12.446451195822752
51.67500686645508,13.822847366333008,8.709257954078701
54.2063102722168,13.445724487304688,17.05037854349541
51.517417907714844,13.843087196350098,10.250102399667249
51.94158935546875,14.411285400390625,10.278660151793412
53.30256652832031,13.809147834777832,8.679846679532032
51.37880325317383,14.50516414642334,14.574127513776043
54.22486114501953,12.989770889282227,17.757227988671364
53.24200439453125,13.034651756286621,8.534697777735609
51.79755783081055,14.178186416625977,9.438788139739984
51.88685989379883,13.04007625579834,7.728373376990772
53.236934661865234,14.083060264587402,9.470921547020229
52.05986785888672,13.161852836608887,5.595388417280559
52.1646728515625,14.506131172180176,10.207667358711019
52.01603698730469,12.688791275024414,9.410205757987
53.1013298034668,13.613092422485352,6.1554731073621625
53.95220947265625,10.66048812866211,30.662627264817097
51.48805618286133,13.055147171020508,11.159873577171405
52.572776794433594,12.345988273620605,11.20628763001123
52.237918853759766,12.072992324829102,14.210772540734414
51.63655090332031,12.462227821350098,13.531252827813077
50.89220428466797,12.995064735412598,16.994339267116793
51.70124053955078,12.838130950927734,10.450561625121797
52.08442687988281,11.557806015014648,19.48098815996366
54.2286376953125,13.465034484863281,17.27626879056046
54.171993255615234,13.03538703918457,17.145185689407477
50.759246826171875,14.78414535522461,21.01137510156953
51.169769287109375,14.289034843444824,15.087834911022954
52.9573974609375,13.132367134094238,5.690765013335879
51.05417251586914,14.888378143310547,19.378936887649818
52.0375862121582,12.96766185760498,7.072675144624858
51.4580078125,15.173844337463379,18.96333922411228
51.26155471801758,14.89979076385498,18.02733434254693
51.504947662353516,13.872756958007812,10.45349190447983
54.10163116455078,14.331660270690918,18.22215470272868
52.03980255126953,11.16370964050293,23.337188774074534
52.706111907958984,12.577335357666016,9.11795548456506
53.1802978515625,13.665851593017578,7.052965489425808
50.89088439941406,15.375740051269531,23.82860318990225
52.50579071044922,12.973560333251953,5.112508672841793
53.79301452636719,13.19115161895752,13.157550759206039
52.369022369384766,14.646551132202148,11.16413153418741
51.96865463256836,12.704205513000488,9.552869944377957
51.785491943359375,13.537972450256348,7.140003337757928
50.99154281616211,14.204839706420898,16.31745836286415
52.26773452758789,13.725458145141602,3.1288662103908593
54.06893539428711,13.42765998840332,15.677277999873478
53.418128967285156,12.547210693359375,12.777062998957206
52.03016662597656,13.843000411987305,5.651509213806794
51.61726760864258,13.880410194396973,9.433889244238657
52.701751708984375,13.249992370605469,3.0954766202081365
52.88227844238281,13.860715866088867,5.287251128483051
50.371578216552734,15.237434387207031,26.636478556887997
52.92280960083008,16.67997932434082,31.347490634651532
51.235355377197266,14.298548698425293,14.572405191964537
54.0837516784668,13.744206428527832,16.106821650745438
53.4881591796875,12.434185028076172,14.027318394352116
54.28824234008789,14.159965515136719,19.23449388677973
53.3712043762207,13.644046783447266,8.878238265285093
52.9217643737793,12.985608100891113,6.410505509227648
53.13034439086914,12.462831497192383,11.672121230166086
51.02830505371094,12.883755683898926,16.106076241757073
52.967506408691406,13.914247512817383,6.28824121649513
51.680931091308594,13.043082237243652,9.469438678666702
54.412254333496094,12.809301376342773,20.013586096767206
52.64775085449219,14.190729141235352,6.928178183777584
52.91804885864258,13.150012969970703,5.283256579085791
